fold,unique_subject,clip_id,unique_clip,true_label,pred_label,prob_0,prob_1
3,BJ_1,9,BJ_1_clip_9,1,1,0.37840357,0.62159646
3,BJ_20,1,BJ_20_clip_1,1,1,0.38341302,0.616587
3,BJ_20,10,BJ_20_clip_10,1,1,0.38258284,0.61741716
3,BJ_20,11,BJ_20_clip_11,1,1,0.38354233,0.61645764
3,BJ_20,12,BJ_20_clip_12,1,1,0.3805151,0.61948496
3,BJ_20,13,BJ_20_clip_13,1,1,0.38090727,0.61909276
3,BJ_20,14,BJ_20_clip_14,1,1,0.3839407,0.6160593
3,BJ_20,15,BJ_20_clip_15,1,1,0.37829396,0.621706
3,BJ_20,16,BJ_20_clip_16,1,1,0.38470587,0.6152941
3,BJ_20,17,BJ_20_clip_17,1,1,0.3791637,0.62083626
3,BJ_20,18,BJ_20_clip_18,1,1,0.3807116,0.6192884
3,BJ_20,19,BJ_20_clip_19,1,1,0.38090524,0.6190948
3,BJ_20,2,BJ_20_clip_2,1,1,0.37812334,0.62187666
3,BJ_20,20,BJ_20_clip_20,1,1,0.377997,0.622003
3,BJ_20,3,BJ_20_clip_3,1,1,0.38221163,0.6177883
3,BJ_20,4,BJ_20_clip_4,1,1,0.38093168,0.6190683
3,BJ_20,5,BJ_20_clip_5,1,1,0.38020378,0.6197962
3,BJ_20,6,BJ_20_clip_6,1,1,0.383498,0.616502
3,BJ_20,7,BJ_20_clip_7,1,1,0.38614756,0.61385244
3,BJ_20,8,BJ_20_clip_8,1,1,0.38363603,0.616364
3,BJ_20,9,BJ_20_clip_9,1,1,0.38021424,0.6197857
3,BJ_23,1,BJ_23_clip_1,1,1,0.38357264,0.6164274
3,BJ_23,10,BJ_23_clip_10,1,1,0.38122484,0.6187751
3,BJ_23,11,BJ_23_clip_11,1,1,0.3836776,0.6163224
3,BJ_23,12,BJ_23_clip_12,1,1,0.38130134,0.6186986
3,BJ_23,13,BJ_23_clip_13,1,1,0.37933925,0.6206607
3,BJ_23,14,BJ_23_clip_14,1,1,0.38116932,0.6188307
3,BJ_23,15,BJ_23_clip_15,1,1,0.38126424,0.6187358
3,BJ_23,16,BJ_23_clip_16,1,1,0.3812524,0.61874753
3,BJ_23,17,BJ_23_clip_17,1,1,0.3800309,0.61996907
3,BJ_23,18,BJ_23_clip_18,1,1,0.38266763,0.61733234
3,BJ_23,19,BJ_23_clip_19,1,1,0.37841362,0.6215864
3,BJ_23,2,BJ_23_clip_2,1,1,0.37837964,0.6216204
3,BJ_23,20,BJ_23_clip_20,1,1,0.3780483,0.6219517
3,BJ_23,3,BJ_23_clip_3,1,1,0.381447,0.618553
3,BJ_23,4,BJ_23_clip_4,1,1,0.38070443,0.61929554
3,BJ_23,5,BJ_23_clip_5,1,1,0.37978607,0.6202139
3,BJ_23,6,BJ_23_clip_6,1,1,0.38202336,0.61797667
3,BJ_23,7,BJ_23_clip_7,1,1,0.38297465,0.6170254
3,BJ_23,8,BJ_23_clip_8,1,1,0.38103282,0.6189672
3,BJ_23,9,BJ_23_clip_9,1,1,0.3803944,0.6196056
3,BJ_25,1,BJ_25_clip_1,1,1,0.38030595,0.61969405
3,BJ_25,10,BJ_25_clip_10,1,1,0.38122818,0.61877185
3,BJ_25,11,BJ_25_clip_11,1,1,0.3834705,0.6165295
3,BJ_25,12,BJ_25_clip_12,1,1,0.37926215,0.62073785
3,BJ_25,13,BJ_25_clip_13,1,1,0.38131246,0.6186875
3,BJ_25,14,BJ_25_clip_14,1,1,0.38301134,0.6169886
3,BJ_25,15,BJ_25_clip_15,1,1,0.38172787,0.6182721
3,BJ_25,16,BJ_25_clip_16,1,1,0.38403314,0.61596686
3,BJ_25,17,BJ_25_clip_17,1,1,0.37979934,0.62020063
3,BJ_25,18,BJ_25_clip_18,1,1,0.3792917,0.6207083
3,BJ_25,19,BJ_25_clip_19,1,1,0.3780114,0.62198853
3,BJ_25,2,BJ_25_clip_2,1,1,0.37927246,0.6207276
3,BJ_25,20,BJ_25_clip_20,1,1,0.377953,0.622047
3,BJ_25,3,BJ_25_clip_3,1,1,0.3815062,0.6184938
3,BJ_25,4,BJ_25_clip_4,1,1,0.38149035,0.61850965
3,BJ_25,5,BJ_25_clip_5,1,1,0.37905443,0.6209456
3,BJ_25,6,BJ_25_clip_6,1,1,0.38470092,0.6152991
3,BJ_25,7,BJ_25_clip_7,1,1,0.3824445,0.6175555
3,BJ_25,8,BJ_25_clip_8,1,1,0.3825668,0.6174332
3,BJ_25,9,BJ_25_clip_9,1,1,0.37932152,0.62067854
3,BJ_9,1,BJ_9_clip_1,1,1,0.3815585,0.6184415
3,BJ_9,10,BJ_9_clip_10,1,1,0.38183403,0.618166
3,BJ_9,11,BJ_9_clip_11,1,1,0.38360906,0.61639094
3,BJ_9,12,BJ_9_clip_12,1,1,0.37936938,0.6206307
3,BJ_9,13,BJ_9_clip_13,1,1,0.37783077,0.6221692
3,BJ_9,14,BJ_9_clip_14,1,1,0.3832487,0.6167514
3,BJ_9,15,BJ_9_clip_15,1,1,0.37952775,0.6204722
3,BJ_9,16,BJ_9_clip_16,1,1,0.38211474,0.61788523
3,BJ_9,17,BJ_9_clip_17,1,1,0.38057867,0.61942136
3,BJ_9,18,BJ_9_clip_18,1,1,0.37906015,0.62093985
3,BJ_9,19,BJ_9_clip_19,1,1,0.37885082,0.6211492
3,BJ_9,2,BJ_9_clip_2,1,1,0.37738955,0.6226105
3,BJ_9,20,BJ_9_clip_20,1,1,0.3787014,0.62129855
3,BJ_9,3,BJ_9_clip_3,1,1,0.3774687,0.6225313
3,BJ_9,4,BJ_9_clip_4,1,1,0.38005894,0.619941
3,BJ_9,5,BJ_9_clip_5,1,1,0.3819241,0.6180759
3,BJ_9,6,BJ_9_clip_6,1,1,0.383918,0.616082
3,BJ_9,7,BJ_9_clip_7,1,1,0.38728663,0.6127134
3,BJ_9,8,BJ_9_clip_8,1,1,0.38306248,0.6169375
3,BJ_9,9,BJ_9_clip_9,1,1,0.3822613,0.6177387
3,ZJ_12,1,ZJ_12_clip_1,0,1,0.38178292,0.6182171
3,ZJ_12,10,ZJ_12_clip_10,0,1,0.38336068,0.6166393
3,ZJ_12,11,ZJ_12_clip_11,0,1,0.383877,0.61612296
3,ZJ_12,12,ZJ_12_clip_12,0,1,0.37922484,0.62077516
3,ZJ_12,13,ZJ_12_clip_13,0,1,0.37904346,0.6209566
3,ZJ_12,14,ZJ_12_clip_14,0,1,0.38281226,0.61718774
3,ZJ_12,15,ZJ_12_clip_15,0,1,0.37825453,0.6217454
3,ZJ_12,16,ZJ_12_clip_16,0,1,0.3857962,0.6142038
3,ZJ_12,17,ZJ_12_clip_17,0,1,0.38025963,0.61974037
3,ZJ_12,18,ZJ_12_clip_18,0,1,0.38016993,0.6198301
3,ZJ_12,19,ZJ_12_clip_19,0,1,0.37977841,0.6202216
3,ZJ_12,2,ZJ_12_clip_2,0,1,0.37772375,0.62227625
3,ZJ_12,20,ZJ_12_clip_20,0,1,0.37891117,0.6210888
3,ZJ_12,3,ZJ_12_clip_3,0,1,0.38128066,0.61871934
3,ZJ_12,4,ZJ_12_clip_4,0,1,0.3805391,0.6194609
3,ZJ_12,5,ZJ_12_clip_5,0,1,0.38231316,0.61768687
3,ZJ_12,6,ZJ_12_clip_6,0,1,0.38312817,0.61687183
3,ZJ_12,7,ZJ_12_clip_7,0,1,0.3848031,0.61519694
3,ZJ_12,8,ZJ_12_clip_8,0,1,0.3828916,0.6171084
3,ZJ_12,9,ZJ_12_clip_9,0,1,0.37913558,0.62086445
3,ZJ_14,1,ZJ_14_clip_1,0,1,0.3816966,0.61830336
3,ZJ_14,10,ZJ_14_clip_10,0,1,0.3808718,0.61912817
3,ZJ_14,11,ZJ_14_clip_11,0,1,0.38505778,0.61494225
3,ZJ_14,12,ZJ_14_clip_12,0,1,0.3798731,0.6201269
3,ZJ_14,13,ZJ_14_clip_13,0,1,0.37938136,0.62061864
3,ZJ_14,14,ZJ_14_clip_14,0,1,0.38279673,0.61720324
3,ZJ_14,15,ZJ_14_clip_15,0,1,0.38086212,0.61913794
3,ZJ_14,16,ZJ_14_clip_16,0,1,0.38334098,0.616659
3,ZJ_14,17,ZJ_14_clip_17,0,1,0.37811366,0.6218863
3,ZJ_14,18,ZJ_14_clip_18,0,1,0.38080034,0.61919963
3,ZJ_14,19,ZJ_14_clip_19,0,1,0.3794787,0.6205213
3,ZJ_14,2,ZJ_14_clip_2,0,1,0.37828124,0.6217188
3,ZJ_14,20,ZJ_14_clip_20,0,1,0.37784743,0.62215257
3,ZJ_14,3,ZJ_14_clip_3,0,1,0.38046396,0.619536
3,ZJ_14,4,ZJ_14_clip_4,0,1,0.38120073,0.61879927
3,ZJ_14,5,ZJ_14_clip_5,0,1,0.3813395,0.6186605
3,ZJ_14,6,ZJ_14_clip_6,0,1,0.3838544,0.6161456
3,ZJ_14,7,ZJ_14_clip_7,0,1,0.38380313,0.6161969
3,ZJ_14,8,ZJ_14_clip_8,0,1,0.38531473,0.6146853
3,ZJ_14,9,ZJ_14_clip_9,0,1,0.38212144,0.6178785
3,ZJ_15,1,ZJ_15_clip_1,0,1,0.379234,0.62076604
3,ZJ_15,10,ZJ_15_clip_10,0,1,0.37977034,0.6202297
3,ZJ_15,11,ZJ_15_clip_11,0,1,0.3790349,0.62096506
3,ZJ_15,12,ZJ_15_clip_12,0,1,0.37736025,0.6226397
3,ZJ_15,13,ZJ_15_clip_13,0,1,0.37794858,0.62205136
3,ZJ_15,14,ZJ_15_clip_14,0,1,0.3790192,0.6209808
3,ZJ_15,15,ZJ_15_clip_15,0,1,0.37569335,0.6243067
3,ZJ_15,16,ZJ_15_clip_16,0,1,0.37855452,0.6214455
3,ZJ_15,17,ZJ_15_clip_17,0,1,0.3772082,0.62279177
3,ZJ_15,18,ZJ_15_clip_18,0,1,0.38048616,0.61951387
3,ZJ_15,19,ZJ_15_clip_19,0,1,0.37689915,0.6231009
3,ZJ_15,2,ZJ_15_clip_2,0,1,0.37769568,0.6223043
3,ZJ_15,20,ZJ_15_clip_20,0,1,0.3772984,0.6227015
3,ZJ_15,3,ZJ_15_clip_3,0,1,0.37742126,0.6225787
3,ZJ_15,4,ZJ_15_clip_4,0,1,0.3782159,0.62178415
3,ZJ_15,5,ZJ_15_clip_5,0,1,0.37773567,0.62226427
3,ZJ_15,6,ZJ_15_clip_6,0,1,0.38133255,0.6186674
3,ZJ_15,7,ZJ_15_clip_7,0,1,0.3822137,0.6177862
3,ZJ_15,8,ZJ_15_clip_8,0,1,0.37850603,0.621494
3,ZJ_15,9,ZJ_15_clip_9,0,1,0.37887076,0.6211293
3,ZJ_16,1,ZJ_16_clip_1,0,1,0.3805822,0.6194178
3,ZJ_16,10,ZJ_16_clip_10,0,1,0.3829951,0.6170049
3,ZJ_16,11,ZJ_16_clip_11,0,1,0.38168362,0.61831635
3,ZJ_16,12,ZJ_16_clip_12,0,1,0.38144758,0.6185524
3,ZJ_16,13,ZJ_16_clip_13,0,1,0.38061672,0.61938334
3,ZJ_16,14,ZJ_16_clip_14,0,1,0.38347742,0.6165226
3,ZJ_16,15,ZJ_16_clip_15,0,1,0.37942085,0.6205792
3,ZJ_16,16,ZJ_16_clip_16,0,1,0.38403252,0.61596745
3,ZJ_16,17,ZJ_16_clip_17,0,1,0.37972292,0.62027705
3,ZJ_16,18,ZJ_16_clip_18,0,1,0.3830848,0.61691517
3,ZJ_16,19,ZJ_16_clip_19,0,1,0.38280463,0.61719537
3,ZJ_16,2,ZJ_16_clip_2,0,1,0.3797238,0.6202762
3,ZJ_16,20,ZJ_16_clip_20,0,1,0.37914062,0.62085944
3,ZJ_16,3,ZJ_16_clip_3,0,1,0.38124502,0.618755
3,ZJ_16,4,ZJ_16_clip_4,0,1,0.3809419,0.6190581
3,ZJ_16,5,ZJ_16_clip_5,0,1,0.38287255,0.6171275
3,ZJ_16,6,ZJ_16_clip_6,0,1,0.38566905,0.61433095
3,ZJ_16,7,ZJ_16_clip_7,0,1,0.38388363,0.61611634
3,ZJ_16,8,ZJ_16_clip_8,0,1,0.3836438,0.6163562
3,ZJ_16,9,ZJ_16_clip_9,0,1,0.38224736,0.6177527
3,ZJ_1,1,ZJ_1_clip_1,0,1,0.3828967,0.6171033
3,ZJ_1,10,ZJ_1_clip_10,0,1,0.38144767,0.6185524
3,ZJ_1,11,ZJ_1_clip_11,0,1,0.3822741,0.6177259
3,ZJ_1,12,ZJ_1_clip_12,0,1,0.38110086,0.6188991
3,ZJ_1,13,ZJ_1_clip_13,0,1,0.3787683,0.62123173
3,ZJ_1,14,ZJ_1_clip_14,0,1,0.38176623,0.61823374
3,ZJ_1,15,ZJ_1_clip_15,0,1,0.3803634,0.6196366
3,ZJ_1,16,ZJ_1_clip_16,0,1,0.3853549,0.6146451
3,ZJ_1,17,ZJ_1_clip_17,0,1,0.37760985,0.62239015
3,ZJ_1,18,ZJ_1_clip_18,0,1,0.38162583,0.61837417
3,ZJ_1,19,ZJ_1_clip_19,0,1,0.37826073,0.62173927
3,ZJ_1,2,ZJ_1_clip_2,0,1,0.3785869,0.62141305
3,ZJ_1,20,ZJ_1_clip_20,0,1,0.37827334,0.62172663
3,ZJ_1,3,ZJ_1_clip_3,0,1,0.37984008,0.6201599
3,ZJ_1,4,ZJ_1_clip_4,0,1,0.37902334,0.6209766
3,ZJ_1,5,ZJ_1_clip_5,0,1,0.3803389,0.61966115
3,ZJ_1,6,ZJ_1_clip_6,0,1,0.38429835,0.6157017
3,ZJ_1,7,ZJ_1_clip_7,0,1,0.38394997,0.61605006
3,ZJ_1,8,ZJ_1_clip_8,0,1,0.38197103,0.61802894
3,ZJ_1,9,ZJ_1_clip_9,0,1,0.379149,0.620851
3,ZJ_4,1,ZJ_4_clip_1,0,1,0.38176534,0.61823463
3,ZJ_4,10,ZJ_4_clip_10,0,1,0.3818603,0.6181397
3,ZJ_4,11,ZJ_4_clip_11,0,1,0.38362145,0.61637855
3,ZJ_4,12,ZJ_4_clip_12,0,1,0.38093543,0.6190645
3,ZJ_4,13,ZJ_4_clip_13,0,1,0.37955418,0.6204458
3,ZJ_4,14,ZJ_4_clip_14,0,1,0.38259974,0.6174002
3,ZJ_4,15,ZJ_4_clip_15,0,1,0.37952775,0.6204722
3,ZJ_4,16,ZJ_4_clip_16,0,1,0.384491,0.615509
3,ZJ_4,17,ZJ_4_clip_17,0,1,0.37909302,0.62090695
3,ZJ_4,18,ZJ_4_clip_18,0,1,0.38027248,0.6197275
3,ZJ_4,19,ZJ_4_clip_19,0,1,0.38039666,0.61960334
3,ZJ_4,2,ZJ_4_clip_2,0,1,0.37943462,0.62056535
3,ZJ_4,20,ZJ_4_clip_20,0,1,0.3787831,0.62121683
3,ZJ_4,3,ZJ_4_clip_3,0,1,0.38200134,0.61799866
3,ZJ_4,4,ZJ_4_clip_4,0,1,0.3823088,0.61769116
3,ZJ_4,5,ZJ_4_clip_5,0,1,0.38164243,0.6183576
3,ZJ_4,6,ZJ_4_clip_6,0,1,0.3842504,0.6157496
3,ZJ_4,7,ZJ_4_clip_7,0,1,0.382727,0.617273
3,ZJ_4,8,ZJ_4_clip_8,0,1,0.38155803,0.618442
3,ZJ_4,9,ZJ_4_clip_9,0,1,0.3819845,0.61801547
3,ZJ_7,1,ZJ_7_clip_1,0,1,0.38369358,0.6163064
3,ZJ_7,10,ZJ_7_clip_10,0,1,0.38479838,0.61520165
3,ZJ_7,11,ZJ_7_clip_11,0,1,0.38477755,0.6152224
3,ZJ_7,12,ZJ_7_clip_12,0,1,0.38294858,0.6170514
3,ZJ_7,13,ZJ_7_clip_13,0,1,0.38128856,0.6187114
3,ZJ_7,14,ZJ_7_clip_14,0,1,0.3851597,0.61484027
3,ZJ_7,15,ZJ_7_clip_15,0,1,0.38195264,0.6180473
3,ZJ_7,16,ZJ_7_clip_16,0,1,0.3856265,0.6143735
3,ZJ_7,17,ZJ_7_clip_17,0,1,0.38312247,0.61687756
3,ZJ_7,18,ZJ_7_clip_18,0,1,0.38203445,0.6179656
3,ZJ_7,19,ZJ_7_clip_19,0,1,0.38283172,0.61716825
3,ZJ_7,2,ZJ_7_clip_2,0,1,0.3802167,0.61978334
3,ZJ_7,20,ZJ_7_clip_20,0,1,0.37960038,0.6203996
3,ZJ_7,3,ZJ_7_clip_3,0,1,0.38461804,0.6153819
3,ZJ_7,4,ZJ_7_clip_4,0,1,0.38147873,0.6185213
3,ZJ_7,5,ZJ_7_clip_5,0,1,0.38429347,0.6157065
3,ZJ_7,6,ZJ_7_clip_6,0,1,0.38336664,0.6166334
3,ZJ_7,7,ZJ_7_clip_7,0,1,0.3868322,0.61316776
3,ZJ_7,8,ZJ_7_clip_8,0,1,0.3842084,0.61579156
3,ZJ_7,9,ZJ_7_clip_9,0,1,0.38456845,0.61543155
